Date,Open,High,Low,Close,Adj Close,Volume
2015-06-24,57.167313,57.167313,57.104243999999994,57.104243999999994,52.67768100000001,3700
2015-06-25,56.671772,56.671772,55.770790000000005,55.770790000000005,51.447594,4100
2015-06-26,55.770790000000005,55.770790000000005,55.770790000000005,55.770790000000005,51.447594,100
2015-06-29,54.887829,54.887829,54.779709,54.779709,50.53334,300
2015-06-30,55.257229,55.320297,54.356246999999996,54.869808,50.616451,2015000
2015-07-01,54.725651,56.22128299999999,54.626541,56.22128299999999,51.863163,213500
2015-07-02,56.761871,58.563835,56.22128299999999,58.554825,54.015812,1936800
2015-07-06,64.989998,64.989998,56.752860999999996,57.43760699999999,52.985203000000006,2322200
2015-07-07,57.581764,57.653843,55.446438,56.284351,51.921345,3388600
2015-07-08,56.311378000000005,57.572754,53.608433,53.797638,49.627396000000005,4200200
2015-07-09,53.608433,54.896839,52.716460999999995,53.61744300000001,49.46117,2535200
2015-07-10,54.031895,55.500496,53.518333,55.320297,51.032021,2482800
2015-07-13,55.896927000000005,56.08613199999999,55.50950600000001,55.96900600000001,51.630444,1386300
2015-07-14,55.950984999999996,56.80691899999999,55.356339,56.032074,51.688618,1104100
2015-07-15,56.08613199999999,56.698803000000005,55.077034,55.518517,51.214863,1342900
2015-07-16,55.59059499999999,57.374538,55.44283299999999,56.149204000000005,51.796673,1516000
2015-07-17,56.419498,56.987118,55.536533,55.635643,51.322922,1346500
2015-07-20,55.860889,56.698803000000005,55.410396999999996,55.455448,51.1567,2194300
2015-07-21,55.71673199999999,56.635735,53.716553000000005,53.923779,49.743755,1998900
2015-07-22,54.37426800000001,55.086043999999994,53.671501,54.185062,49.984790999999994,999000
2015-07-23,53.8517,54.761692000000004,53.473286,53.923779,49.743755,1248300
2015-07-24,53.653481000000006,54.013874,51.950626,53.076855,48.962486,1281500
2015-07-27,52.662403000000005,53.536354,52.135326,52.428146000000005,48.364063,1393100
2015-07-28,52.725471,53.833679000000004,51.797459,53.464275,49.31987,1816600
2015-07-29,53.049824,53.815659,52.329041,53.509327,49.361435,1986900
2015-07-30,55.284259999999996,56.93305600000001,54.99594499999999,56.608704,52.220554,3918100
2015-07-31,55.410396999999996,57.43760699999999,55.104065000000006,56.815929000000004,52.411713,1803500
2015-08-03,57.095234,58.329578000000005,56.212272999999996,56.915039,52.50314300000001,2361900
2015-08-04,56.08613199999999,57.167313,56.077126,56.374446999999996,52.004456,780300
2015-08-05,57.023155,57.626812,56.059105,56.536625,52.154064,1664200
2015-08-06,55.860889,56.311378000000005,54.49139399999999,55.626633,51.314613,2815600
2015-08-07,55.572575,56.410488,54.941887,56.365437,51.996143,2287400
2015-08-10,56.752860999999996,57.21236,55.770790000000005,56.743851,52.660892000000004,1580600
2015-08-11,57.662853000000005,57.662853000000005,55.599602000000004,57.122265000000006,53.012074,1916000
2015-08-12,57.122265000000006,57.545722999999995,55.599602000000004,57.041176,52.936820999999995,1541800
2015-08-13,56.996124,57.480854,56.17623100000001,56.878997999999996,52.786312,937100
2015-08-14,56.878997999999996,57.491665000000005,55.823948,56.969097,52.869930000000004,1041900
2015-08-17,56.428509,57.131271,56.428509,57.068203000000004,52.961906000000006,792700
2015-08-18,56.779892000000004,57.284439,56.680781999999994,56.906029000000004,52.811401000000004,894800
2015-08-19,56.743851,57.023155,55.923958,55.923958,51.89999,1195300
2015-08-20,55.635643,55.635643,54.401299,54.67159300000001,50.73774,1439900
2015-08-21,54.257141000000004,54.297684,52.824577000000005,53.16695,49.341358,2173600
2015-08-24,51.049644,54.320209999999996,48.184521000000004,50.869446,47.209175,2381800
2015-08-25,52.52725600000001,52.590324,49.563023,50.004505,46.406467,2606800
2015-08-26,51.473106,52.2029,49.689159000000004,50.860439,47.200813000000004,2065000
2015-08-27,52.47319399999999,53.383186,52.022705,53.356159,49.516953,2080600
2015-08-28,53.44625500000001,54.437336,53.356159,54.293179,50.386547,1674500
2015-08-31,54.140011,54.266151,52.833588,53.473286,49.625652,1866100
2015-09-01,52.707451,53.266059999999996,51.950626,52.64438199999999,48.856392,2055000
2015-09-02,53.085865000000005,53.554375,51.761421,52.410126,48.638992,1373800
